scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Casuarina equisetifolia,2019-02-23 09:27:20 +0800,,"Unnamed Road, Taman David Chen, 11400 George Town, Pulau Pinang, Malaysia",5.40382409,100.29475496,"",Beach Sheoak,https://www.inaturalist.org/observations/20574982,https://static.inaturalist.org/photos/31761566/medium.jpeg,adrian190,20574982,Beach Sheoak,Plantae,62888,0,0,2019-02-23 9:27:20 am GMT+08:00,2019-02-23,2019-02-23 01:27:20 UTC,Australia/Perth,28,28,,,false,,,1487291,Adrian Teh,2019-02-23 02:08:07 UTC,2019-02-23 02:08:50 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 09:28:21 +0800,,"Lower Circular Road, Tanjung Tokong, 檳榔嶼州, MY",5.4385702807,100.2906926623,"",Beach Sheoak,https://www.inaturalist.org/observations/20586157,https://static.inaturalist.org/photos/31777363/medium.jpg,jasonkhoozhihong,20586157,,Plantae,62888,0,0,Sat Feb 23 2019 09:28:21 GMT+0800 (GMT+8),2019-02-23,2019-02-23 01:28:21 UTC,Australia/Perth,12,12,,,false,,,1485432,Jason Khoo,2019-02-23 03:50:21 UTC,2019-02-23 04:06:16 UTC,needs_id,,,3,false
Casuarina equisetifolia,2019-02-23 12:04:44 +0800,,"Lebuhraya Thean Teik, Bandar Baru Air Itam, 11500 Ayer Itam, Pulau Pinang, Malaysia",5.3939394951,100.288230896,"",Beach Sheoak,https://www.inaturalist.org/observations/20590515,https://static.inaturalist.org/photos/31780863/medium.jpeg,weiaun,20590515,Beach Sheoak,Plantae,62888,0,0,2019-02-23 12:04:44 pm GMT+08:00,2019-02-23,2019-02-23 04:04:44 UTC,Australia/Perth,,,,,false,gps,gps,1465067,Wei Aun,2019-02-23 04:28:11 UTC,2019-02-23 04:28:20 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 12:43:42 +0800,,"Jalan Kebun Bunga, George Town, 10350 George Town, Pulau Pinang, Malaysia",5.4377347047,100.2906975523,"",Beach Sheoak,https://www.inaturalist.org/observations/20592612,https://static.inaturalist.org/photos/31783461/medium.jpg,sarrahaini,20592612,Beach Sheoak,Plantae,62888,0,0,2019-02-23 12:43:42 p.m. GMT+08:00,2019-02-23,2019-02-23 04:43:42 UTC,Australia/Perth,3,3,,,false,gps,gps,1477975,Sarrah Aini,2019-02-23 04:45:17 UTC,2019-02-23 04:45:26 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 13:05:00 +0800,,"Persiaran Gurney, Georgetown, Penang, MY",5.43242,100.317375,"",Beach Sheoak,https://www.inaturalist.org/observations/20600850,https://static.inaturalist.org/photos/31793866/medium.jpg,wwsm2002,20600850,,Plantae,62888,0,0,Sat Feb 23 2019 13:05:00 GMT+0800 (GMT+8),2019-02-23,2019-02-23 05:05:00 UTC,Australia/Perth,6,6,,,false,,,1454563,wwsm 2002,2019-02-23 05:50:13 UTC,2019-02-23 05:51:05 UTC,needs_id,,,3,false
Casuarina equisetifolia,2019-02-23 12:29:31 +0800,,"Barat Daya, MY-PG, MY",5.4707671902,100.1877401333,"",Beach Sheoak,https://www.inaturalist.org/observations/20610622,https://static.inaturalist.org/photos/31805491/medium.jpeg,divsub,20610622,Beach Sheoak,Plantae,62888,0,0,2019-02-23 12:29:31 pm GMT+08:00,2019-02-23,2019-02-23 04:29:31 UTC,Australia/Perth,4,4,,,false,,,1486791,divyana subramaniam,2019-02-23 07:11:19 UTC,2019-02-23 07:13:55 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 12:31:43 +0800,,"Barat Daya, MY-PG, MY",5.4706453109,100.1875303128,"",Beach Sheoak,https://www.inaturalist.org/observations/20610654,https://static.inaturalist.org/photos/31805530/medium.jpeg,divsub,20610654,Beach Sheoak,Plantae,62888,0,0,2019-02-23 12:31:43 pm GMT+08:00,2019-02-23,2019-02-23 04:31:43 UTC,Australia/Perth,4,4,,,false,,,1486791,divyana subramaniam,2019-02-23 07:11:30 UTC,2019-02-23 07:14:25 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 12:32:01 +0800,,"Barat Daya, MY-PG, MY",5.4706953233,100.1874535439,"",Beach Sheoak,https://www.inaturalist.org/observations/20615637,https://inaturalist-open-data.s3.amazonaws.com/photos/31811193/medium.jpg,kameliannisa,20615637,,Plantae,62888,0,0,Sat Feb 23 2019 12:32:01 GMT+0800 (GMT+8),2019-02-23,2019-02-23 04:32:01 UTC,Australia/Perth,10,10,,,false,,,1486631,,2019-02-23 07:53:35 UTC,2019-02-23 09:18:46 UTC,needs_id,CC-BY-NC,,3,false
Casuarina equisetifolia,2019-02-23 12:39:05 +0800,,"Barat Daya, MY-PG, MY",5.4704740411,100.1888831613,"",Beach Sheoak,https://www.inaturalist.org/observations/20615749,https://inaturalist-open-data.s3.amazonaws.com/photos/31811303/medium.jpg,kameliannisa,20615749,,Plantae,62888,0,0,Sat Feb 23 2019 12:39:05 GMT+0800 (GMT+8),2019-02-23,2019-02-23 04:39:05 UTC,Australia/Perth,5,5,,,false,,,1486631,,2019-02-23 07:54:23 UTC,2019-02-23 09:17:08 UTC,needs_id,CC-BY-NC,,3,false
Casuarina equisetifolia,2019-02-23 14:37:08 +0800,,"Kampung Baru, Malaysia",5.404591368,100.2949401364,"",Beach Sheoak,https://www.inaturalist.org/observations/20620013,https://static.inaturalist.org/photos/31816678/medium.jpg,ooi3,20620013,Beach Sheoak,Plantae,62888,0,0,2019-02-23 2:37:08 PM GMT+08:00,2019-02-23,2019-02-23 06:37:08 UTC,Australia/Perth,37,37,,,false,gps,gps,1487761,Ooi ZhengYang,2019-02-23 08:28:58 UTC,2019-02-23 08:30:20 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 18:33:12 +0800,,"3, Lintang Macallum 2, George Town, 10300 George Town, Pulau Pinang, Malaysia",5.4038071875,100.3345720987,"",Beach Sheoak,https://www.inaturalist.org/observations/20636031,https://inaturalist-open-data.s3.amazonaws.com/photos/31835032/medium.jpeg,yuqian_02,20636031,Beach Sheoak,Plantae,62888,0,0,2019-02-23 6:33:12 pm GMT+08:00,2019-02-23,2019-02-23 10:33:12 UTC,Australia/Perth,19,19,,,false,,,1489041,,2019-02-23 10:34:39 UTC,2019-02-23 10:34:49 UTC,needs_id,CC-BY-NC,,2,false
Casuarina equisetifolia,2019-02-23 19:11:17 +0800,,"Ferringhi Beach, Batu Feringgi, 11100 Ayer Itam, Pulau Pinang, Malaysia",5.4713664934,100.2420989424,"",Beach Sheoak,https://www.inaturalist.org/observations/20643275,https://static.inaturalist.org/photos/31843277/medium.jpeg,haniidriana,20643275,Beach Sheoak,Plantae,62888,0,0,2019-02-23 7:11:17 PM GMT+08:00,2019-02-23,2019-02-23 11:11:17 UTC,Australia/Perth,88,88,,,false,gps,gps,1489463,Hani Idriana,2019-02-23 11:21:24 UTC,2019-02-23 11:22:04 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 18:13:50 +0800,❤️,"Lebuhraya Tun Dr. Lim Chong Eu, Kampung Sungai Dua Bukit, Penang, MY",5.3519283333,100.3097916667,"",Beach Sheoak,https://www.inaturalist.org/observations/20645204,https://static.inaturalist.org/photos/31845727/medium.jpg,airieskirana,20645204,,Plantae,62888,0,0,Sat Feb 23 2019 18:13:50 GMT+0800 (GMT+8),2019-02-23,2019-02-23 10:13:50 UTC,Australia/Perth,5,5,,,false,,,1487575,Airies Kirana,2019-02-23 11:32:28 UTC,2019-02-23 11:32:41 UTC,needs_id,,,3,false
Casuarina equisetifolia,2019-02-23 19:05:06 +0800,,"25, Persiaran Bayan Mutiara 3, 11700 Gelugor, Pulau Pinang, Malaysia",5.353222974,100.3110493145,"",Beach Sheoak,https://www.inaturalist.org/observations/20649379,https://static.inaturalist.org/photos/31850578/medium.jpeg,alvin17,20649379,Beach Sheoak,Plantae,62888,0,0,2019-02-23 7:05:06 pm GMT+08:00,2019-02-23,2019-02-23 11:05:06 UTC,Australia/Perth,3,3,,,false,,,1487557,Alvin Ko,2019-02-23 11:56:28 UTC,2019-02-23 11:56:48 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 08:38:02 +0800,,"Unnamed Road, 10470 George Town, Pulau Pinang, Malaysia",5.4392428398,100.2888870239,"",Beach Sheoak,https://www.inaturalist.org/observations/20652965,https://static.inaturalist.org/photos/31854670/medium.jpeg,huikeeloh,20652965,Beach Sheoak,Plantae,62888,0,0,2019-02-23 8:38:02 am GMT+08:00,2019-02-23,2019-02-23 00:38:02 UTC,Australia/Perth,,,,,false,gps,gps,1487136,Hui Kee,2019-02-23 12:19:15 UTC,2019-02-23 12:19:26 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 18:08:59 +0800,,"673A, Jalan Kebun Bunga, Pulau Tikus, 10350 George Town, Pulau Pinang",5.4387569427,100.2881317139,"",Beach Sheoak,https://www.inaturalist.org/observations/20665740,https://inaturalist-open-data.s3.amazonaws.com/photos/31870264/medium.jpeg,tanjunli,20665740,Beach Sheoak,Plantae,62888,0,0,2019-02-23 6:08:59 pm GMT+08:00,2019-02-23,2019-02-23 10:08:59 UTC,Australia/Perth,,,,,false,gps,gps,1487996,tanjunli,2019-02-23 13:41:22 UTC,2019-02-23 13:41:39 UTC,needs_id,CC-BY-NC,,2,false
Casuarina equisetifolia,2019-02-23 19:37:33 +0800,,"Penang Botanic Gardens, Mukim 18 (Tanjung Tokong), Penang, MY",5.446171524,100.2916117814,"",Beach Sheoak,https://www.inaturalist.org/observations/20670484,https://static.inaturalist.org/photos/31876181/medium.jpg,wwsm2002,20670484,,Plantae,62888,0,0,Sat Feb 23 2019 19:37:33 GMT+0800 (GMT+8),2019-02-23,2019-02-23 11:37:33 UTC,Australia/Perth,4708,4708,,,false,,,1454563,wwsm 2002,2019-02-23 14:08:23 UTC,2019-02-23 14:08:29 UTC,needs_id,,,3,false
Casuarina equisetifolia,2019-02-23 15:33:21 +0800,Tiny Wooden durian?  It give you a lesson that we should wear shoes.,"Park Avenue Aparment, Jalan Kebun Bunga, 10470 George Town, Penang, Malaysia",5.4347949028,100.2952423096,"",Beach Sheoak,https://www.inaturalist.org/observations/20690413,https://static.inaturalist.org/photos/31900335/medium.jpeg,yiquan,20690413,Beach Sheoak,Plantae,62888,0,0,2019-02-23 3:33:21 PM GMT+08:00,2019-02-23,2019-02-23 07:33:21 UTC,Australia/Perth,,,,,false,gps,gps,1474899,Yiquan Chin,2019-02-23 15:45:19 UTC,2019-02-23 15:49:23 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-02-23 17:01:17 +0800,,"105, Jalan Macalister, 10450 George Town, Pulau Pinang, 马来西亚",5.4165792465,100.3226013184,"",Beach Sheoak,https://www.inaturalist.org/observations/20714111,https://static.inaturalist.org/photos/31935743/medium.jpeg,naturalist7742,20714111,Beach Sheoak,Plantae,62888,1,0,2019-02-23 5:01:17 下午 GMT+08:00,2019-02-23,2019-02-23 09:01:17 UTC,Australia/Perth,,,,,false,gps,gps,1484113,柯柠,2019-02-24 01:50:27 UTC,2019-03-12 05:05:21 UTC,research,,,2,false
Casuarina equisetifolia,2019-03-27 14:16:32 +0800,,"Tekek, Pulau Tioman Tioman, Malaysia",2.818219,104.158143,"",Beach Sheoak,https://www.inaturalist.org/observations/21658318,https://inaturalist-open-data.s3.amazonaws.com/photos/33532742/medium.jpeg,ainaamran,21658318,Beach Sheoak,Plantae,62888,1,0,2019-03-27 2:16:32 PM GMT+08:00,2019-03-27,2019-03-27 06:16:32 UTC,Australia/Perth,23,23,,,false,,,1543135,"",2019-03-27 06:21:58 UTC,2019-03-31 11:58:47 UTC,needs_id,CC-BY-NC,,2,false
Casuarina equisetifolia,2019-04-26 09:11:19 +0800,,"833, Lingkungan Budi, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1312214622,101.6607324241,"",Beach Sheoak,https://www.inaturalist.org/observations/23085907,https://static.inaturalist.org/photos/35790280/medium.jpeg,nabilasyakera,23085907,Beach Sheoak,Plantae,62888,0,0,2019-04-26 9:11:19 am GMT+08:00,2019-04-26,2019-04-26 01:11:19 UTC,Australia/Perth,4,4,,,false,,,1661602,nabila syakera,2019-04-26 01:12:24 UTC,2019-04-29 05:02:25 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-04-26 10:18:58 +0800,,"833, Lingkungan Budi, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1306144878,101.6609395668,"",Beach Sheoak,https://www.inaturalist.org/observations/23093824,https://static.inaturalist.org/photos/35803031/medium.jpeg,wshwee,23093824,Beach Sheoak,Plantae,62888,0,0,2019-04-26 10:18:58 am GMT+08:00,2019-04-26,2019-04-26 02:18:58 UTC,Australia/Perth,66,66,,,false,gps,gps,1645622,WS HWEE,2019-04-26 03:34:01 UTC,2019-04-29 10:44:23 UTC,needs_id,,,2,false
Casuarina equisetifolia,2019-04-26 12:14:31 +0800,,"833, Lingkungan Budi, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.131228,101.66065351,"",Beach Sheoak,https://www.inaturalist.org/observations/23095342,https://inaturalist-open-data.s3.amazonaws.com/photos/35805600/medium.jpeg,nrsyazwni,23095342,Beach Sheoak,Plantae,62888,0,0,2019-04-26 12:14:31 PM GMT+08:00,2019-04-26,2019-04-26 04:14:31 UTC,Australia/Perth,19,19,,,false,,,1655750,"",2019-04-26 04:05:09 UTC,2019-04-26 04:05:21 UTC,needs_id,CC-BY-NC,,2,false
